ORDER_ID,SHIP_METHOD,ORDER_ON,DUE_DATE,customer_CUSTOMER_ID,SHIPPING_REMARKS
513,SEA,27.12.2022,05/01/2023,24,"Vestibulum quam sapien, varius ut, blandit non, interdum in, ante. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Duis faucibus accumsan odio. Curabitur convallis. Duis consequat dui nec nisi volutpat eleifend. Donec ut dolor."
514,AIR,03.03.2023,09/12/2022,26,Curabitur convallis. Duis consequat dui nec nisi volutpat eleifend.
515,AIR,19.07.2022,17/08/2022,3,"In sagittis dui vel nisl. Duis ac nibh. Fusce lacus purus, aliquet at, feugiat non, pretium quis, lectus. Suspendisse potenti."
516,AIR,13.09.2022,07/07/2023,37,"Integer aliquet, massa id lobortis convallis, tortor risus dapibus augue, vel accumsan tellus nisi eu orci. Mauris lacinia sapien quis libero. Nullam sit amet turpis elementum ligula vehicula consequat. Morbi a ipsum. Integer a nibh."
517,SEA,27.03.2023,29/10/2022,43,"Nam nulla. Integer pede justo, lacinia eget, tincidunt eget, tempus vel, pede. Morbi porttitor lorem id ligula. Suspendisse ornare consequat lectus. In est risus, auctor sed, tristique in, tempus sit amet, sem."
518,SEA,04.04.2023,22/05/2023,11,Etiam justo.
519,POSTAL,24.02.2023,26/07/2023,23,Duis aliquam convallis nunc. Proin at turpis a pede posuere nonummy.
520,SEA,12.11.2022,25/06/2023,23,"Proin interdum mauris non ligula pellentesque ultrices. Phasellus id sapien in sapien iaculis congue. Vivamus metus arcu, adipiscing molestie, hendrerit at, vulputate vitae, nisl."
521,SEA,18.01.2023,08/06/2023,40,Vestibulum sed magna at nunc commodo placerat. Praesent blandit. Nam nulla.
522,SEA,31.10.2022,11/03/2023,23,"Vivamus in felis eu sapien cursus vestibulum. Proin eu mi. Nulla ac enim. In tempor, turpis nec euismod scelerisque, quam turpis adipiscing lorem, vitae mattis nibh ligula nec sem. Duis aliquam convallis nunc."
523,SEA,26.06.2022,02/08/2022,12,Integer tincidunt ante vel ipsum. Praesent blandit lacinia erat. Vestibulum sed magna at nunc commodo placerat. Praesent blandit.
524,AIR,12.05.2023,19/04/2023,33,"Nam dui. Proin leo odio, porttitor id, consequat in, consequat ut, nulla. Sed accumsan felis. Ut at dolor quis odio consequat varius. Integer ac leo."
525,POSTAL,27.04.2023,24/08/2022,36,"Praesent id massa id nisl venenatis lacinia. Aenean sit amet justo. Morbi ut odio. Cras mi pede, malesuada in, imperdiet et, commodo vulputate, justo."
526,AIR,03.12.2022,31/05/2023,10,"Quisque id justo sit amet sapien dignissim vestibulum. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Nulla dapibus dolor vel est. Donec odio justo, sollicitudin ut, suscipit a, feugiat et, eros."
527,AIR,12.03.2023,24/07/2023,15,"In hac habitasse platea dictumst. Aliquam augue quam, sollicitudin vitae, consectetuer eget, rutrum at, lorem. Integer tincidunt ante vel ipsum. Praesent blandit lacinia erat. Vestibulum sed magna at nunc commodo placerat."
528,AIR,26.09.2022,03/07/2023,34,"Aenean fermentum. Donec ut mauris eget massa tempor convallis. Nulla neque libero, convallis eget, eleifend luctus, ultricies eu, nibh. Quisque id justo sit amet sapien dignissim vestibulum."
529,POSTAL,08.07.2022,09/01/2023,35,"Morbi quis tortor id nulla ultrices aliquet. Maecenas leo odio, condimentum id, luctus nec, molestie sed, justo. Pellentesque viverra pede ac diam."
530,AIR,17.09.2022,11/07/2022,27,Suspendisse accumsan tortor quis turpis.
531,AIR,23.02.2023,26/08/2022,44,In congue. Etiam justo.
532,POSTAL,17.12.2022,30/05/2023,28,"Nulla ac enim. In tempor, turpis nec euismod scelerisque, quam turpis adipiscing lorem, vitae mattis nibh ligula nec sem. Duis aliquam convallis nunc. Proin at turpis a pede posuere nonummy. Integer non velit."
533,SEA,27.01.2023,03/06/2022,26,"In hac habitasse platea dictumst. Morbi vestibulum, velit id pretium iaculis, diam erat fermentum justo, nec condimentum neque sapien placerat ante. Nulla justo. Aliquam quis turpis eget elit sodales scelerisque."
534,POSTAL,25.11.2022,25/02/2023,29,Maecenas pulvinar lobortis est. Phasellus sit amet erat.
535,SEA,13.03.2023,12/12/2022,42,In congue. Etiam justo.
536,SEA,02.08.2022,01/02/2023,2,"Quisque erat eros, viverra eget, congue eget, semper rutrum, nulla. Nunc purus. Phasellus in felis."
537,SEA,30.05.2023,08/09/2022,3,"Vivamus metus arcu, adipiscing molestie, hendrerit at, vulputate vitae, nisl. Aenean lectus."
538,POSTAL,20.03.2023,06/09/2022,9,"Nam ultrices, libero non mattis pulvinar, nulla pede ullamcorper augue, a suscipit nulla elit ac nulla. Sed vel enim sit amet nunc viverra dapibus."
539,SEA,28.05.2022,09/04/2023,8,Praesent id massa id nisl venenatis lacinia.
540,AIR,29.09.2022,19/03/2023,37,"Proin risus. Praesent lectus. Vestibulum quam sapien, varius ut, blandit non, interdum in, ante. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Duis faucibus accumsan odio. Curabitur convallis."
541,POSTAL,17.04.2023,19/06/2023,22,Nunc purus. Phasellus in felis.
542,POSTAL,31.10.2022,25/09/2022,35,"Duis bibendum, felis sed interdum venenatis, turpis enim blandit mi, in porttitor pede justo eu massa. Donec dapibus. Duis at velit eu est congue elementum."
543,POSTAL,06.06.2022,04/10/2022,3,"Suspendisse ornare consequat lectus. In est risus, auctor sed, tristique in, tempus sit amet, sem. Fusce consequat. Nulla nisl."
544,POSTAL,14.07.2022,08/03/2023,10,"Morbi vestibulum, velit id pretium iaculis, diam erat fermentum justo, nec condimentum neque sapien placerat ante. Nulla justo."
545,AIR,28.05.2022,06/07/2023,50,Nulla nisl.
546,SEA,22.05.2023,19/04/2023,9,Sed ante. Vivamus tortor. Duis mattis egestas metus. Aenean fermentum. Donec ut mauris eget massa tempor convallis.
547,POSTAL,09.07.2022,24/09/2022,18,Pellentesque viverra pede ac diam.
548,SEA,20.03.2023,08/02/2023,22,"Duis aliquam convallis nunc. Proin at turpis a pede posuere nonummy. Integer non velit. Donec diam neque, vestibulum eget, vulputate ut, ultrices vel, augue. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Donec pharetra, magna vestibulum aliquet ultrices, erat tortor sollicitudin mi, sit amet lobortis sapien sapien non mi."
549,AIR,23.02.2023,11/11/2022,37,Suspendisse potenti. Nullam porttitor lacus at turpis. Donec posuere metus vitae ipsum. Aliquam non mauris. Morbi non lectus.
550,SEA,28.07.2022,06/09/2022,37,In hac habitasse platea dictumst. Etiam faucibus cursus urna. Ut tellus. Nulla ut erat id mauris vulputate elementum.
551,SEA,16.07.2022,11/06/2023,49,"Phasellus in felis. Donec semper sapien a libero. Nam dui. Proin leo odio, porttitor id, consequat in, consequat ut, nulla. Sed accumsan felis."
552,POSTAL,03.07.2022,22/01/2023,36,"Nam congue, risus semper porta volutpat, quam pede lobortis ligula, sit amet eleifend pede libero quis orci. Nullam molestie nibh in lectus. Pellentesque at nulla."
553,AIR,08.02.2023,22/11/2022,32,Donec dapibus. Duis at velit eu est congue elementum.
554,POSTAL,13.07.2022,30/07/2022,8,"Nam congue, risus semper porta volutpat, quam pede lobortis ligula, sit amet eleifend pede libero quis orci. Nullam molestie nibh in lectus. Pellentesque at nulla. Suspendisse potenti. Cras in purus eu magna vulputate luctus."
555,POSTAL,25.05.2022,17/11/2022,7,"Maecenas tristique, est et tempus semper, est quam pharetra magna, ac consequat metus sapien ut nunc. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Mauris viverra diam vitae quam. Suspendisse potenti."
556,SEA,18.02.2023,11/06/2023,15,Vestibulum rutrum rutrum neque. Aenean auctor gravida sem. Praesent id massa id nisl venenatis lacinia. Aenean sit amet justo. Morbi ut odio.
557,POSTAL,22.06.2022,01/08/2022,41,In hac habitasse platea dictumst. Maecenas ut massa quis augue luctus tincidunt.
558,POSTAL,28.09.2022,31/01/2023,11,"Nulla neque libero, convallis eget, eleifend luctus, ultricies eu, nibh. Quisque id justo sit amet sapien dignissim vestibulum."
559,SEA,21.10.2022,01/07/2022,40,Nunc purus. Phasellus in felis. Donec semper sapien a libero. Nam dui.
560,SEA,11.01.2023,14/07/2022,33,Curabitur at ipsum ac tellus semper interdum.
561,SEA,02.08.2022,15/11/2022,29,Vestibulum rutrum rutrum neque. Aenean auctor gravida sem.
562,SEA,11.03.2023,07/06/2023,4,"Integer aliquet, massa id lobortis convallis, tortor risus dapibus augue, vel accumsan tellus nisi eu orci. Mauris lacinia sapien quis libero. Nullam sit amet turpis elementum ligula vehicula consequat."
563,POSTAL,05.07.2022,07/12/2022,6,Nulla nisl.
564,SEA,08.12.2022,22/08/2022,6,Donec ut dolor. Morbi vel lectus in quam fringilla rhoncus.
565,AIR,16.04.2023,26/02/2023,41,Aliquam quis turpis eget elit sodales scelerisque. Mauris sit amet eros. Suspendisse accumsan tortor quis turpis. Sed ante.
566,POSTAL,12.10.2022,20/02/2023,28,Nullam varius. Nulla facilisi. Cras non velit nec nisi vulputate nonummy. Maecenas tincidunt lacus at velit. Vivamus vel nulla eget eros elementum pellentesque.
567,AIR,04.11.2022,25/06/2022,26,"Suspendisse potenti. Cras in purus eu magna vulputate luctus. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus."
568,AIR,29.04.2023,27/12/2022,20,Phasellus sit amet erat. Nulla tempus. Vivamus in felis eu sapien cursus vestibulum. Proin eu mi. Nulla ac enim.
569,POSTAL,18.10.2022,05/11/2022,42,"Morbi odio odio, elementum eu, interdum eu, tincidunt in, leo."
570,SEA,02.07.2022,19/07/2022,22,Duis mattis egestas metus. Aenean fermentum. Donec ut mauris eget massa tempor convallis.
571,POSTAL,12.06.2022,24/09/2022,31,"Morbi vel lectus in quam fringilla rhoncus. Mauris enim leo, rhoncus sed, vestibulum sit amet, cursus id, turpis."
572,POSTAL,15.11.2022,11/07/2023,44,"Lorem ipsum dolor sit amet, consectetuer adipiscing elit. Proin interdum mauris non ligula pellentesque ultrices. Phasellus id sapien in sapien iaculis congue. Vivamus metus arcu, adipiscing molestie, hendrerit at, vulputate vitae, nisl."
573,POSTAL,25.02.2023,16/07/2022,44,"Morbi quis tortor id nulla ultrices aliquet. Maecenas leo odio, condimentum id, luctus nec, molestie sed, justo. Pellentesque viverra pede ac diam."
574,AIR,15.12.2022,12/09/2022,41,Nullam molestie nibh in lectus. Pellentesque at nulla. Suspendisse potenti.
575,SEA,15.03.2023,25/08/2022,49,"Duis mattis egestas metus. Aenean fermentum. Donec ut mauris eget massa tempor convallis. Nulla neque libero, convallis eget, eleifend luctus, ultricies eu, nibh."
576,POSTAL,14.03.2023,23/07/2022,43,Cras non velit nec nisi vulputate nonummy.
577,AIR,11.08.2022,15/05/2023,34,"Vivamus vel nulla eget eros elementum pellentesque. Quisque porta volutpat erat. Quisque erat eros, viverra eget, congue eget, semper rutrum, nulla."
578,POSTAL,10.02.2023,13/10/2022,32,Aliquam sit amet diam in magna bibendum imperdiet.
579,SEA,19.04.2023,13/06/2023,33,In hac habitasse platea dictumst. Etiam faucibus cursus urna.
580,SEA,18.11.2022,07/03/2023,37,Nullam varius. Nulla facilisi. Cras non velit nec nisi vulputate nonummy. Maecenas tincidunt lacus at velit. Vivamus vel nulla eget eros elementum pellentesque.
581,SEA,11.06.2022,02/12/2022,50,"Donec vitae nisi. Nam ultrices, libero non mattis pulvinar, nulla pede ullamcorper augue, a suscipit nulla elit ac nulla. Sed vel enim sit amet nunc viverra dapibus."
582,AIR,04.03.2023,28/07/2022,25,Praesent blandit lacinia erat. Vestibulum sed magna at nunc commodo placerat. Praesent blandit.
583,POSTAL,19.01.2023,13/04/2023,16,Nulla ut erat id mauris vulputate elementum. Nullam varius. Nulla facilisi.
584,AIR,11.06.2022,07/04/2023,19,Nullam molestie nibh in lectus. Pellentesque at nulla. Suspendisse potenti. Cras in purus eu magna vulputate luctus.
585,POSTAL,08.11.2022,21/03/2023,2,Nulla nisl. Nunc nisl.
586,AIR,27.05.2022,04/05/2023,49,In hac habitasse platea dictumst. Etiam faucibus cursus urna. Ut tellus.
587,POSTAL,22.06.2022,20/09/2022,48,"Quisque id justo sit amet sapien dignissim vestibulum. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Nulla dapibus dolor vel est. Donec odio justo, sollicitudin ut, suscipit a, feugiat et, eros."
588,AIR,30.10.2022,01/09/2022,5,Phasellus in felis. Donec semper sapien a libero.
589,POSTAL,18.12.2022,27/03/2023,12,Pellentesque ultrices mattis odio. Donec vitae nisi.
590,SEA,07.07.2022,16/04/2023,45,"Morbi odio odio, elementum eu, interdum eu, tincidunt in, leo. Maecenas pulvinar lobortis est. Phasellus sit amet erat. Nulla tempus. Vivamus in felis eu sapien cursus vestibulum."
591,AIR,29.10.2022,08/02/2023,1,"In sagittis dui vel nisl. Duis ac nibh. Fusce lacus purus, aliquet at, feugiat non, pretium quis, lectus."
592,SEA,03.01.2023,15/09/2022,44,Sed ante. Vivamus tortor.
593,SEA,29.05.2023,21/04/2023,4,"Integer pede justo, lacinia eget, tincidunt eget, tempus vel, pede. Morbi porttitor lorem id ligula."
594,POSTAL,05.05.2023,05/10/2022,13,Aliquam sit amet diam in magna bibendum imperdiet.
595,POSTAL,16.10.2022,17/07/2023,15,"Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Nulla dapibus dolor vel est. Donec odio justo, sollicitudin ut, suscipit a, feugiat et, eros."
596,AIR,23.01.2023,26/11/2022,9,"Maecenas tristique, est et tempus semper, est quam pharetra magna, ac consequat metus sapien ut nunc. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Mauris viverra diam vitae quam. Suspendisse potenti."
597,AIR,17.04.2023,28/11/2022,6,"Vestibulum quam sapien, varius ut, blandit non, interdum in, ante. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Duis faucibus accumsan odio."
598,POSTAL,24.03.2023,17/08/2022,46,"Mauris enim leo, rhoncus sed, vestibulum sit amet, cursus id, turpis. Integer aliquet, massa id lobortis convallis, tortor risus dapibus augue, vel accumsan tellus nisi eu orci."
599,POSTAL,23.03.2023,19/10/2022,18,Etiam pretium iaculis justo.
600,SEA,03.09.2022,24/04/2023,42,"Integer non velit. Donec diam neque, vestibulum eget, vulputate ut, ultrices vel, augue. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Donec pharetra, magna vestibulum aliquet ultrices, erat tortor sollicitudin mi, sit amet lobortis sapien sapien non mi."
601,POSTAL,09.12.2022,25/10/2022,50,Donec vitae nisi.
602,AIR,30.03.2023,10/11/2022,47,"Vestibulum ac est lacinia nisi venenatis tristique. Fusce congue, diam id ornare imperdiet, sapien urna pretium nisl, ut volutpat sapien arcu sed augue."
603,POSTAL,21.05.2022,11/05/2023,2,Maecenas pulvinar lobortis est. Phasellus sit amet erat. Nulla tempus.
604,AIR,07.05.2023,22/12/2022,32,"Duis ac nibh. Fusce lacus purus, aliquet at, feugiat non, pretium quis, lectus."
605,POSTAL,20.12.2022,09/08/2022,20,"Morbi non quam nec dui luctus rutrum. Nulla tellus. In sagittis dui vel nisl. Duis ac nibh. Fusce lacus purus, aliquet at, feugiat non, pretium quis, lectus."
606,SEA,06.07.2022,13/06/2022,5,Aenean lectus. Pellentesque eget nunc.
607,AIR,13.09.2022,02/12/2022,43,Fusce consequat.
608,AIR,29.10.2022,09/10/2022,30,Vivamus in felis eu sapien cursus vestibulum. Proin eu mi.
609,SEA,20.06.2022,27/04/2023,45,"Integer aliquet, massa id lobortis convallis, tortor risus dapibus augue, vel accumsan tellus nisi eu orci. Mauris lacinia sapien quis libero. Nullam sit amet turpis elementum ligula vehicula consequat. Morbi a ipsum."
610,SEA,29.08.2022,02/09/2022,17,Praesent blandit. Nam nulla.
611,POSTAL,15.01.2023,06/12/2022,46,Donec ut dolor. Morbi vel lectus in quam fringilla rhoncus.
612,POSTAL,20.04.2023,16/06/2022,5,"Praesent blandit lacinia erat. Vestibulum sed magna at nunc commodo placerat. Praesent blandit. Nam nulla. Integer pede justo, lacinia eget, tincidunt eget, tempus vel, pede."
613,AIR,18.07.2022,03/02/2023,24,"Curabitur at ipsum ac tellus semper interdum. Mauris ullamcorper purus sit amet nulla. Quisque arcu libero, rutrum ac, lobortis vel, dapibus at, diam. Nam tristique tortor eu pede."
614,SEA,09.04.2023,15/05/2023,32,"Proin eu mi. Nulla ac enim. In tempor, turpis nec euismod scelerisque, quam turpis adipiscing lorem, vitae mattis nibh ligula nec sem. Duis aliquam convallis nunc. Proin at turpis a pede posuere nonummy."
615,SEA,20.08.2022,04/11/2022,39,"Curabitur in libero ut massa volutpat convallis. Morbi odio odio, elementum eu, interdum eu, tincidunt in, leo. Maecenas pulvinar lobortis est. Phasellus sit amet erat. Nulla tempus."
616,POSTAL,05.01.2023,13/06/2022,5,Suspendisse accumsan tortor quis turpis. Sed ante.
617,AIR,10.10.2022,10/03/2023,11,"Aliquam augue quam, sollicitudin vitae, consectetuer eget, rutrum at, lorem. Integer tincidunt ante vel ipsum. Praesent blandit lacinia erat. Vestibulum sed magna at nunc commodo placerat. Praesent blandit."
618,AIR,18.08.2022,30/01/2023,19,Vivamus vel nulla eget eros elementum pellentesque. Quisque porta volutpat erat.
619,SEA,29.07.2022,08/06/2023,30,Curabitur convallis. Duis consequat dui nec nisi volutpat eleifend. Donec ut dolor.
620,POSTAL,30.05.2023,27/10/2022,39,"Nam dui. Proin leo odio, porttitor id, consequat in, consequat ut, nulla. Sed accumsan felis."
621,POSTAL,03.02.2023,08/07/2022,26,Maecenas ut massa quis augue luctus tincidunt. Nulla mollis molestie lorem. Quisque ut erat. Curabitur gravida nisi at nibh. In hac habitasse platea dictumst.
622,POSTAL,01.03.2023,20/11/2022,46,Vestibulum rutrum rutrum neque. Aenean auctor gravida sem. Praesent id massa id nisl venenatis lacinia. Aenean sit amet justo. Morbi ut odio.
623,SEA,09.11.2022,09/10/2022,28,Nunc nisl.
624,POSTAL,30.04.2023,16/12/2022,17,"Morbi vel lectus in quam fringilla rhoncus. Mauris enim leo, rhoncus sed, vestibulum sit amet, cursus id, turpis."
625,SEA,06.09.2022,31/05/2023,21,Nullam porttitor lacus at turpis. Donec posuere metus vitae ipsum. Aliquam non mauris.
626,AIR,07.03.2023,02/07/2022,34,"Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Nulla dapibus dolor vel est. Donec odio justo, sollicitudin ut, suscipit a, feugiat et, eros. Vestibulum ac est lacinia nisi venenatis tristique. Fusce congue, diam id ornare imperdiet, sapien urna pretium nisl, ut volutpat sapien arcu sed augue."
627,SEA,10.02.2023,20/11/2022,40,Morbi vel lectus in quam fringilla rhoncus.
628,AIR,18.07.2022,14/07/2022,4,Nullam molestie nibh in lectus.
629,POSTAL,01.07.2022,19/01/2023,35,Vivamus in felis eu sapien cursus vestibulum.
630,AIR,21.04.2023,25/07/2023,25,Duis bibendum. Morbi non quam nec dui luctus rutrum. Nulla tellus.
631,AIR,27.11.2022,20/06/2023,50,Pellentesque ultrices mattis odio.
632,SEA,14.12.2022,07/06/2023,27,Mauris sit amet eros. Suspendisse accumsan tortor quis turpis. Sed ante.
633,POSTAL,20.02.2023,04/05/2023,40,Nulla nisl.
634,SEA,29.05.2023,05/11/2022,42,Sed ante. Vivamus tortor. Duis mattis egestas metus.
635,AIR,21.11.2022,24/03/2023,50,Nulla tellus. In sagittis dui vel nisl.
636,SEA,01.01.2023,04/10/2022,30,"Quisque porta volutpat erat. Quisque erat eros, viverra eget, congue eget, semper rutrum, nulla. Nunc purus."
637,SEA,29.07.2022,20/06/2022,11,"Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Donec pharetra, magna vestibulum aliquet ultrices, erat tortor sollicitudin mi, sit amet lobortis sapien sapien non mi. Integer ac neque. Duis bibendum. Morbi non quam nec dui luctus rutrum. Nulla tellus."
638,SEA,07.08.2022,17/11/2022,36,Fusce posuere felis sed lacus.
639,SEA,26.10.2022,28/09/2022,13,In hac habitasse platea dictumst.
640,POSTAL,07.01.2023,15/10/2022,47,Curabitur convallis. Duis consequat dui nec nisi volutpat eleifend. Donec ut dolor.
641,SEA,18.09.2022,26/11/2022,42,"Morbi vel lectus in quam fringilla rhoncus. Mauris enim leo, rhoncus sed, vestibulum sit amet, cursus id, turpis. Integer aliquet, massa id lobortis convallis, tortor risus dapibus augue, vel accumsan tellus nisi eu orci. Mauris lacinia sapien quis libero. Nullam sit amet turpis elementum ligula vehicula consequat."
642,SEA,19.07.2022,04/09/2022,24,"Donec ut dolor. Morbi vel lectus in quam fringilla rhoncus. Mauris enim leo, rhoncus sed, vestibulum sit amet, cursus id, turpis."
643,POSTAL,09.12.2022,27/07/2022,14,Morbi non lectus. Aliquam sit amet diam in magna bibendum imperdiet.
644,POSTAL,25.09.2022,01/06/2023,41,Etiam justo. Etiam pretium iaculis justo.
645,SEA,14.05.2023,23/06/2023,32,"Fusce lacus purus, aliquet at, feugiat non, pretium quis, lectus. Suspendisse potenti. In eleifend quam a odio."
646,SEA,13.04.2023,04/11/2022,46,Mauris lacinia sapien quis libero. Nullam sit amet turpis elementum ligula vehicula consequat. Morbi a ipsum. Integer a nibh. In quis justo.
647,SEA,27.03.2023,18/03/2023,9,Morbi non lectus. Aliquam sit amet diam in magna bibendum imperdiet.
648,POSTAL,30.07.2022,13/09/2022,29,Proin interdum mauris non ligula pellentesque ultrices. Phasellus id sapien in sapien iaculis congue.
649,SEA,05.11.2022,16/08/2022,48,Suspendisse potenti. Cras in purus eu magna vulputate luctus.
650,AIR,05.06.2022,20/07/2023,27,Etiam pretium iaculis justo. In hac habitasse platea dictumst. Etiam faucibus cursus urna. Ut tellus.
651,AIR,18.02.2023,05/12/2022,21,"Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. Vivamus vestibulum sagittis sapien. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. Etiam vel augue."
652,AIR,03.03.2023,19/10/2022,29,Phasellus sit amet erat. Nulla tempus.
653,SEA,28.08.2022,16/07/2023,11,"In est risus, auctor sed, tristique in, tempus sit amet, sem. Fusce consequat."
654,POSTAL,04.10.2022,10/12/2022,38,Duis aliquam convallis nunc.
655,AIR,15.06.2022,08/06/2022,22,"Nunc rhoncus dui vel sem. Sed sagittis. Nam congue, risus semper porta volutpat, quam pede lobortis ligula, sit amet eleifend pede libero quis orci."
656,POSTAL,31.05.2022,17/06/2023,17,Curabitur convallis. Duis consequat dui nec nisi volutpat eleifend. Donec ut dolor. Morbi vel lectus in quam fringilla rhoncus.
657,POSTAL,16.01.2023,04/06/2023,45,In hac habitasse platea dictumst.
658,SEA,29.12.2022,15/07/2023,4,Duis bibendum. Morbi non quam nec dui luctus rutrum. Nulla tellus.
659,POSTAL,02.03.2023,30/01/2023,11,Etiam pretium iaculis justo. In hac habitasse platea dictumst. Etiam faucibus cursus urna. Ut tellus. Nulla ut erat id mauris vulputate elementum.
660,SEA,18.04.2023,09/06/2022,12,Cras non velit nec nisi vulputate nonummy.
661,POSTAL,09.06.2022,30/07/2023,22,Phasellus sit amet erat. Nulla tempus. Vivamus in felis eu sapien cursus vestibulum. Proin eu mi.
662,POSTAL,06.03.2023,08/07/2022,13,"Cras mi pede, malesuada in, imperdiet et, commodo vulputate, justo. In blandit ultrices enim."
663,SEA,07.09.2022,21/07/2023,19,Morbi quis tortor id nulla ultrices aliquet.
664,AIR,22.04.2023,25/07/2023,50,"Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Donec pharetra, magna vestibulum aliquet ultrices, erat tortor sollicitudin mi, sit amet lobortis sapien sapien non mi. Integer ac neque. Duis bibendum. Morbi non quam nec dui luctus rutrum."
665,POSTAL,15.02.2023,02/02/2023,44,In hac habitasse platea dictumst. Etiam faucibus cursus urna.
666,SEA,11.06.2022,20/06/2023,26,"Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Nulla dapibus dolor vel est. Donec odio justo, sollicitudin ut, suscipit a, feugiat et, eros. Vestibulum ac est lacinia nisi venenatis tristique. Fusce congue, diam id ornare imperdiet, sapien urna pretium nisl, ut volutpat sapien arcu sed augue. Aliquam erat volutpat."
667,POSTAL,13.05.2023,16/12/2022,30,Nulla suscipit ligula in lacus. Curabitur at ipsum ac tellus semper interdum. Mauris ullamcorper purus sit amet nulla.
668,SEA,01.12.2022,30/03/2023,27,"Mauris ullamcorper purus sit amet nulla. Quisque arcu libero, rutrum ac, lobortis vel, dapibus at, diam. Nam tristique tortor eu pede."
669,SEA,25.11.2022,10/04/2023,44,"Curabitur gravida nisi at nibh. In hac habitasse platea dictumst. Aliquam augue quam, sollicitudin vitae, consectetuer eget, rutrum at, lorem."
670,POSTAL,29.10.2022,29/03/2023,45,Vivamus tortor.
671,AIR,15.08.2022,25/11/2022,14,In hac habitasse platea dictumst.
672,AIR,17.05.2023,24/09/2022,24,Integer a nibh.
673,POSTAL,21.09.2022,07/06/2022,37,"Fusce lacus purus, aliquet at, feugiat non, pretium quis, lectus. Suspendisse potenti. In eleifend quam a odio. In hac habitasse platea dictumst. Maecenas ut massa quis augue luctus tincidunt."
674,POSTAL,22.05.2022,18/07/2022,28,Vivamus vel nulla eget eros elementum pellentesque. Quisque porta volutpat erat.
675,POSTAL,22.10.2022,08/01/2023,30,Ut at dolor quis odio consequat varius.
676,AIR,21.07.2022,04/03/2023,10,"Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. Etiam vel augue. Vestibulum rutrum rutrum neque. Aenean auctor gravida sem."
677,SEA,12.05.2023,21/05/2023,43,"Fusce posuere felis sed lacus. Morbi sem mauris, laoreet ut, rhoncus aliquet, pulvinar sed, nisl. Nunc rhoncus dui vel sem. Sed sagittis."
678,AIR,16.03.2023,23/09/2022,29,"Cras mi pede, malesuada in, imperdiet et, commodo vulputate, justo."
679,POSTAL,01.08.2022,24/12/2022,19,"Duis at velit eu est congue elementum. In hac habitasse platea dictumst. Morbi vestibulum, velit id pretium iaculis, diam erat fermentum justo, nec condimentum neque sapien placerat ante."
680,SEA,13.01.2023,24/11/2022,13,"Duis at velit eu est congue elementum. In hac habitasse platea dictumst. Morbi vestibulum, velit id pretium iaculis, diam erat fermentum justo, nec condimentum neque sapien placerat ante. Nulla justo."
681,SEA,21.11.2022,15/09/2022,41,"Cras pellentesque volutpat dui. Maecenas tristique, est et tempus semper, est quam pharetra magna, ac consequat metus sapien ut nunc. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Mauris viverra diam vitae quam. Suspendisse potenti. Nullam porttitor lacus at turpis."
682,AIR,30.08.2022,14/08/2022,9,Nunc purus. Phasellus in felis.
683,AIR,19.05.2022,13/01/2023,8,Sed accumsan felis.
684,POSTAL,28.12.2022,04/09/2022,38,"Quisque id justo sit amet sapien dignissim vestibulum. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Nulla dapibus dolor vel est. Donec odio justo, sollicitudin ut, suscipit a, feugiat et, eros. Vestibulum ac est lacinia nisi venenatis tristique. Fusce congue, diam id ornare imperdiet, sapien urna pretium nisl, ut volutpat sapien arcu sed augue."
685,POSTAL,29.04.2023,14/06/2022,38,Suspendisse potenti. Nullam porttitor lacus at turpis.
686,AIR,06.02.2023,11/11/2022,6,Proin risus.
687,AIR,23.10.2022,26/07/2022,48,Nullam molestie nibh in lectus.
